session_id,device_id,session_start,session_end,game_title,game_category,plays,revenue_eur,error_count,age_group,event_log
S00033319,D0084,2026-01-15T12:30:00,2026-01-15T12:39:00,Space Spin,Arcade,2,2.8,0,45-54,info: no device exception
S00033320,D0085,2026-01-15T17:00:00,2026-01-15T17:27:00,Golden Safari,Adventure,2,2.28,0,18-24,info: session completed normally
S00033321,D0085,2026-01-15T15:38:00,2026-01-15T15:49:00,Golden Safari,Adventure,2,2.47,0,18-24,info: no device exception
S00033322,D0085,2026-01-15T22:29:00,2026-01-15T22:52:00,Neon Racer,Skill,7,8.46,1,35-44,info: no device exception
S00033323,D0086,2026-01-15T14:57:00,2026-01-15T15:12:00,Space Spin,Arcade,1,1.67,0,45-54,info: no device exception
S00033324,D0086,2026-01-15T08:20:00,2026-01-15T08:39:00,Fruit Galaxy,Classic,5,6.19,2,25-34,info: session completed normally
S00033325,D0086,2026-01-15T18:14:00,2026-01-15T18:20:00,Lucky Harbor,Classic,1,1.62,0,35-44,info: standard telemetry event
S00033326,D0087,2026-01-15T19:35:00,2026-01-15T19:50:00,Treasure Quest,Adventure,7,9.19,0,45-54,info: session completed normally
S00033327,D0087,2026-01-15T10:08:00,2026-01-15T10:35:00,Space Spin,Arcade,4,5.05,0,25-34,info: session completed normally
S00033328,D0087,2026-01-15T17:05:00,2026-01-15T17:08:00,Treasure Quest,Adventure,2,2.54,0,25-34,info: standard telemetry event
S00033329,D0087,2026-01-15T16:40:00,2026-01-15T17:07:00,Fruit Galaxy,Classic,5,5.98,0,45-54,info: session completed normally
S00033330,D0088,2026-01-15T20:10:00,2026-01-15T20:26:00,Treasure Quest,Adventure,3,3.19,1,35-44,info: session completed normally
S00033331,D0088,2026-01-15T14:51:00,2026-01-15T15:13:00,Treasure Quest,Adventure,4,4.54,0,45-54,info: session completed normally
S00033332,D0088,2026-01-15T20:24:00,2026-01-15T20:41:00,Neon Racer,Skill,3,2.98,0,25-34,info: no device exception
S00033333,D0088,2026-01-15T17:22:00,2026-01-15T17:44:00,Mystic Wheels,Chance,3,3.07,0,35-44,info: standard telemetry event
S00033334,D0088,2026-01-15T11:30:00,2026-01-15T11:35:00,Mystic Wheels,Chance,2,2.48,0,18-24,info: session completed normally
S00033335,D0089,2026-01-15T17:49:00,2026-01-15T17:55:00,Neon Racer,Skill,3,4.21,2,25-34,info: standard telemetry event
S00033336,D0089,2026-01-15T17:59:00,2026-01-15T18:26:00,Treasure Quest,Adventure,8,13.98,0,25-34,info: standard telemetry event
S00033337,D0089,2026-01-15T16:31:00,2026-01-15T16:46:00,Crystal Maze,Puzzle,3,3.88,0,18-24,info: session completed normally
S00033338,D0090,2026-01-15T14:11:00,2026-01-15T14:35:00,Lucky Harbor,Classic,4,6.38,2,25-34,info: session completed normally
S00033339,D0090,2026-01-15T23:18:00,2026-01-15T23:21:00,Fruit Galaxy,Classic,1,1.19,0,25-34,info: standard telemetry event
S00033340,D0090,2026-01-15T14:38:00,2026-01-15T15:09:00,Golden Safari,Adventure,6,8.23,0,18-24,info: session completed normally
S00033341,D0090,2026-01-15T21:13:00,2026-01-15T21:36:00,Crystal Maze,Puzzle,6,6.65,1,18-24,info: session completed normally
S00033342,D0090,2026-01-15T23:06:00,2026-01-15T23:14:00,Mystic Wheels,Chance,2,3.22,0,25-34,info: no device exception
S00033343,D0090,2026-01-15T16:44:00,2026-01-15T16:58:00,Mystic Wheels,Chance,4,6.61,0,18-24,info: standard telemetry event
S00033344,D0090,2026-01-15T18:58:00,2026-01-15T19:17:00,Neon Racer,Skill,3,3.69,0,18-24,info: session completed normally
S00033345,D0090,2026-01-15T16:32:00,2026-01-15T17:04:00,Treasure Quest,Adventure,8,9.12,0,45-54,info: standard telemetry event
S00033346,D0090,2026-01-15T15:30:00,2026-01-15T15:50:00,Space Spin,Arcade,6,6.9,1,55+,info: no device exception
S00033347,D0092,2026-01-15T23:36:00,2026-01-16T00:06:00,Fruit Galaxy,Classic,10,12.91,1,35-44,info: session completed normally
S00033348,D0092,2026-01-15T16:23:00,2026-01-15T16:34:00,Neon Racer,Skill,5,6.68,0,45-54,info: session completed normally
S00033349,D0092,2026-01-15T19:42:00,2026-01-15T19:58:00,Crystal Maze,Puzzle,1,0.81,0,35-44,info: standard telemetry event
S00033350,D0092,2026-01-15T10:58:00,2026-01-15T11:21:00,Golden Safari,Adventure,4,5.88,0,55+,info: session completed normally
S00033351,D0092,2026-01-15T18:50:00,2026-01-15T19:19:00,Golden Safari,Adventure,5,6.96,1,18-24,info: no device exception
S00033352,D0092,2026-01-15T16:17:00,2026-01-15T16:45:00,Space Spin,Arcade,5,5.97,2,25-34,info: session completed normally
S00033353,D0094,2026-01-15T14:04:00,2026-01-15T14:24:00,Mystic Wheels,Chance,3,3.75,0,25-34,info: session completed normally
S00033354,D0094,2026-01-15T13:09:00,2026-01-15T13:21:00,Space Spin,Arcade,3,3.1,0,35-44,info: standard telemetry event
S00033355,D0094,2026-01-15T20:23:00,2026-01-15T20:36:00,Golden Safari,Adventure,2,3.12,1,18-24,info: standard telemetry event
S00033356,D0094,2026-01-15T22:12:00,2026-01-15T22:40:00,Space Spin,Arcade,5,7.09,0,55+,info: session completed normally
S00033357,D0095,2026-01-15T22:34:00,2026-01-15T22:41:00,Crystal Maze,Puzzle,3,3.44,2,25-34,info: no device exception
S00033358,D0095,2026-01-15T13:47:00,2026-01-15T14:04:00,Space Spin,Arcade,4,4.55,0,35-44,info: session completed normally
S00033359,D0095,2026-01-15T22:48:00,2026-01-15T23:10:00,Neon Racer,Skill,8,6.0,3,45-54,warning: network synchronization delay
S00033360,D0095,2026-01-15T11:29:00,2026-01-15T11:54:00,Fruit Galaxy,Classic,4,3.87,3,25-34,info: session completed with recoverable device event
S00033361,D0095,2026-01-15T15:58:00,2026-01-15T16:16:00,Fruit Galaxy,Classic,2,2.26,0,25-34,info: no device exception
S00033362,D0095,2026-01-15T14:17:00,2026-01-15T14:39:00,Golden Safari,Adventure,4,4.41,0,35-44,info: no device exception
S00033363,D0096,2026-01-15T12:19:00,2026-01-15T12:39:00,Space Spin,Arcade,3,4.32,2,45-54,info: standard telemetry event
S00033364,D0096,2026-01-15T23:05:00,2026-01-15T23:26:00,Lucky Harbor,Classic,10,11.14,3,45-54,warning: network synchronization delay
S00033365,D0096,2026-01-15T15:43:00,2026-01-15T16:10:00,Golden Safari,Adventure,2,2.61,0,25-34,info: session completed normally
S00033366,D0096,2026-01-15T15:04:00,2026-01-15T15:21:00,Space Spin,Arcade,3,3.35,2,18-24,info: no device exception
S00033367,D0096,2026-01-15T15:06:00,2026-01-15T15:34:00,Crystal Maze,Puzzle,4,3.95,0,35-44,info: no device exception
S00033368,D0096,2026-01-15T21:11:00,2026-01-15T21:41:00,Fruit Galaxy,Classic,6,7.33,1,35-44,info: standard telemetry event
S00033369,D0097,2026-01-15T16:19:00,2026-01-15T16:36:00,Space Spin,Arcade,3,4.19,0,35-44,info: session completed normally
S00033370,D0097,2026-01-15T20:19:00,2026-01-15T20:43:00,Fruit Galaxy,Classic,3,3.13,0,35-44,info: standard telemetry event
S00033371,D0097,2026-01-15T19:02:00,2026-01-15T19:18:00,Neon Racer,Skill,4,5.87,1,35-44,info: no device exception
S00033372,D0097,2026-01-15T14:56:00,2026-01-15T15:16:00,Neon Racer,Skill,4,5.36,0,18-24,info: standard telemetry event
S00033373,D0098,2026-01-15T18:12:00,2026-01-15T18:26:00,Mystic Wheels,Chance,3,3.45,1,35-44,info: no device exception
S00033374,D0098,2026-01-15T18:32:00,2026-01-15T18:37:00,Space Spin,Arcade,2,2.3,0,25-34,info: session completed normally
S00033375,D0098,2026-01-15T11:44:00,2026-01-15T12:07:00,Treasure Quest,Adventure,6,9.26,1,45-54,info: no device exception
S00033376,D0098,2026-01-15T13:18:00,2026-01-15T13:36:00,Mystic Wheels,Chance,3,4.7,1,25-34,info: standard telemetry event
S00033377,D0098,2026-01-15T08:36:00,2026-01-15T09:02:00,Mystic Wheels,Chance,4,5.54,0,18-24,info: session completed normally
S00033378,D0098,2026-01-15T16:52:00,2026-01-15T17:09:00,Golden Safari,Adventure,3,3.91,1,25-34,info: session completed normally
S00033379,D0099,2026-01-15T17:37:00,2026-01-15T17:46:00,Lucky Harbor,Classic,3,3.97,0,55+,info: session completed normally
S00033380,D0099,2026-01-15T17:34:00,2026-01-15T17:43:00,Lucky Harbor,Classic,2,2.66,1,45-54,info: standard telemetry event
S00033381,D0099,2026-01-15T17:26:00,2026-01-15T17:48:00,Crystal Maze,Puzzle,4,3.86,0,55+,info: standard telemetry event
S00033382,D0099,2026-01-15T13:36:00,2026-01-15T13:52:00,Treasure Quest,Adventure,2,2.42,0,35-44,info: standard telemetry event
S00033383,D0099,2026-01-15T23:57:00,2026-01-16T00:27:00,Lucky Harbor,Classic,7,7.44,0,25-34,info: session completed normally
S00033384,D0099,2026-01-15T14:53:00,2026-01-15T15:08:00,Golden Safari,Adventure,5,7.11,0,25-34,info: no device exception
S00033385,D0100,2026-01-15T10:29:00,2026-01-15T10:48:00,Crystal Maze,Puzzle,2,2.25,0,35-44,info: standard telemetry event
S00033386,D0100,2026-01-15T14:46:00,2026-01-15T15:07:00,Space Spin,Arcade,4,6.39,0,25-34,info: standard telemetry event
S00033387,D0100,2026-01-15T12:44:00,2026-01-15T12:55:00,Golden Safari,Adventure,2,3.39,0,25-34,info: session completed normally
S00033388,D0100,2026-01-15T17:15:00,2026-01-15T17:31:00,Space Spin,Arcade,6,10.22,0,18-24,info: session completed normally
S00033389,D0100,2026-01-15T09:38:00,2026-01-15T09:48:00,Space Spin,Arcade,2,0.59,6,25-34,warning: abnormal revenue drop and elevated error count
S00033390,D0100,2026-01-15T16:40:00,2026-01-15T16:44:00,Mystic Wheels,Chance,3,5.6,0,25-34,info: no device exception
S00033391,D0101,2026-01-15T12:35:00,2026-01-15T12:47:00,Mystic Wheels,Chance,2,2.74,1,45-54,info: session completed normally
S00033392,D0101,2026-01-15T08:25:00,2026-01-15T08:44:00,Fruit Galaxy,Classic,3,2.59,0,45-54,info: no device exception
S00033393,D0101,2026-01-15T16:36:00,2026-01-15T16:59:00,Neon Racer,Skill,6,7.51,0,45-54,info: session completed normally
S00033394,D0102,2026-01-15T15:23:00,2026-01-15T15:47:00,Treasure Quest,Adventure,5,7.59,1,35-44,info: session completed normally
S00033395,D0102,2026-01-15T12:41:00,2026-01-15T12:58:00,Fruit Galaxy,Classic,3,3.96,1,35-44,info: session completed normally
S00033396,D0103,2026-01-15T14:48:00,2026-01-15T15:23:00,Lucky Harbor,Classic,7,10.3,0,25-34,info: no device exception
S00033397,D0103,2026-01-15T22:43:00,2026-01-15T22:58:00,Neon Racer,Skill,3,3.02,1,45-54,info: standard telemetry event
S00033398,D0103,2026-01-15T09:06:00,2026-01-15T09:32:00,Lucky Harbor,Classic,5,6.87,1,25-34,info: no device exception
S00033399,D0103,2026-01-15T17:28:00,2026-01-15T17:36:00,Space Spin,Arcade,3,3.88,0,25-34,info: no device exception
S00033400,D0103,2026-01-15T13:07:00,2026-01-15T13:30:00,Neon Racer,Skill,8,8.73,1,18-24,info: standard telemetry event
S00033401,D0103,2026-01-15T20:46:00,2026-01-15T21:06:00,Treasure Quest,Adventure,5,7.11,1,35-44,info: session completed normally
S00033402,D0103,2026-01-15T15:12:00,2026-01-15T15:38:00,Mystic Wheels,Chance,5,7.21,1,25-34,info: session completed normally
S00033403,D0103,2026-01-15T16:00:00,2026-01-15T16:26:00,Fruit Galaxy,Classic,2,2.05,0,25-34,info: session completed normally
S00033404,D0104,2026-01-15T12:28:00,2026-01-15T12:49:00,Mystic Wheels,Chance,6,9.92,0,25-34,info: standard telemetry event
S00033405,D0105,2026-01-15T18:42:00,2026-01-15T18:53:00,Neon Racer,Skill,5,6.03,1,25-34,info: no device exception
S00033406,D0105,2026-01-15T15:08:00,2026-01-15T15:11:00,Mystic Wheels,Chance,2,2.93,1,35-44,info: standard telemetry event
S00033407,D0105,2026-01-15T10:36:00,2026-01-15T10:55:00,Mystic Wheels,Chance,4,7.23,0,18-24,info: session completed normally
S00033408,D0105,2026-01-15T14:17:00,2026-01-15T14:37:00,Crystal Maze,Puzzle,6,5.38,0,55+,info: standard telemetry event
S00033409,D0105,2026-01-15T15:34:00,2026-01-15T15:55:00,Neon Racer,Skill,10,11.36,1,45-54,info: standard telemetry event
S00033410,D0105,2026-01-15T11:30:00,2026-01-15T11:53:00,Space Spin,Arcade,2,2.83,0,45-54,info: session completed normally
S00033411,D0105,2026-01-15T20:52:00,2026-01-15T20:58:00,Fruit Galaxy,Classic,2,1.69,0,35-44,info: session completed normally
S00033412,D0105,2026-01-15T15:01:00,2026-01-15T15:06:00,Treasure Quest,Adventure,2,2.83,0,18-24,info: session completed normally
S00033413,D0106,2026-01-15T20:29:00,2026-01-15T20:46:00,Fruit Galaxy,Classic,2,2.59,0,35-44,info: no device exception
S00033414,D0106,2026-01-15T15:59:00,2026-01-15T16:21:00,Golden Safari,Adventure,1,1.39,0,25-34,info: standard telemetry event
S00033415,D0106,2026-01-15T16:11:00,2026-01-15T16:32:00,Lucky Harbor,Classic,3,4.44,0,18-24,info: session completed normally
S00033416,D0106,2026-01-15T16:58:00,2026-01-15T17:10:00,Crystal Maze,Puzzle,2,2.25,1,25-34,info: session completed normally
S00033417,D0106,2026-01-15T17:21:00,2026-01-15T17:47:00,Golden Safari,Adventure,1,1.37,0,18-24,info: no device exception
S00033418,D0106,2026-01-15T13:33:00,2026-01-15T13:42:00,Fruit Galaxy,Classic,2,2.17,0,35-44,info: session completed normally
S00033419,D0106,2026-01-15T22:43:00,2026-01-15T23:05:00,Treasure Quest,Adventure,1,1.24,0,55+,info: no device exception
S00033420,D0106,2026-01-15T13:05:00,2026-01-15T13:11:00,Mystic Wheels,Chance,2,3.53,0,45-54,info: session completed normally
S00033421,D0107,2026-01-15T15:19:00,2026-01-15T15:45:00,Crystal Maze,Puzzle,6,5.9,1,25-34,info: standard telemetry event
S00033422,D0107,2026-01-15T14:22:00,2026-01-15T14:40:00,Golden Safari,Adventure,3,4.27,1,35-44,info: standard telemetry event
S00033423,D0108,2026-01-15T19:34:00,2026-01-15T20:06:00,Lucky Harbor,Classic,11,14.88,3,55+,info: session completed with recoverable device event
S00033424,D0108,2026-01-15T13:49:00,2026-01-15T13:52:00,Golden Safari,Adventure,1,1.52,0,45-54,info: standard telemetry event
S00033425,D0108,2026-01-15T20:00:00,2026-01-15T20:17:00,Treasure Quest,Adventure,2,2.48,0,35-44,info: no device exception
S00033426,D0108,2026-01-15T14:02:00,2026-01-15T14:06:00,Space Spin,Arcade,2,2.57,0,25-34,info: session completed normally
S00033427,D0108,2026-01-15T15:49:00,2026-01-15T16:05:00,Golden Safari,Adventure,4,4.37,0,35-44,info: session completed normally
S00033428,D0108,2026-01-15T17:21:00,2026-01-15T17:28:00,Lucky Harbor,Classic,1,1.24,0,18-24,info: standard telemetry event
S00033429,D0109,2026-01-15T14:30:00,2026-01-15T14:45:00,Lucky Harbor,Classic,2,2.78,0,25-34,info: session completed normally
S00033430,D0109,2026-01-15T20:21:00,2026-01-15T20:41:00,Space Spin,Arcade,3,3.95,0,25-34,info: standard telemetry event
S00033431,D0109,2026-01-15T15:40:00,2026-01-15T16:04:00,Fruit Galaxy,Classic,5,5.41,1,45-54,info: session completed normally
S00033432,D0109,2026-01-15T16:19:00,2026-01-15T16:39:00,Fruit Galaxy,Classic,5,5.18,0,18-24,info: no device exception
S00033433,D0109,2026-01-15T16:43:00,2026-01-15T16:46:00,Lucky Harbor,Classic,3,4.17,0,35-44,info: session completed normally
S00033434,D0110,2026-01-15T15:31:00,2026-01-15T15:39:00,Mystic Wheels,Chance,1,1.3,1,18-24,info: session completed normally
S00033435,D0110,2026-01-15T13:04:00,2026-01-15T13:22:00,Neon Racer,Skill,2,1.92,2,35-44,info: no device exception
S00033436,D0110,2026-01-15T23:47:00,2026-01-16T00:07:00,Space Spin,Arcade,4,5.6,1,25-34,info: standard telemetry event
S00033437,D0110,2026-01-15T20:53:00,2026-01-15T21:04:00,Lucky Harbor,Classic,2,3.1,3,35-44,warning: coin validator retry event
S00033438,D0110,2026-01-15T11:17:00,2026-01-15T11:36:00,Fruit Galaxy,Classic,7,7.39,2,25-34,info: no device exception
S00033439,D0110,2026-01-15T15:00:00,2026-01-15T15:25:00,Space Spin,Arcade,9,10.08,3,18-24,warning: repeated user-interface timeout
S00033440,D0110,2026-01-15T12:37:00,2026-01-15T12:54:00,Neon Racer,Skill,3,3.47,1,18-24,info: no device exception
S00033441,D0111,2026-01-15T15:27:00,2026-01-15T15:41:00,Mystic Wheels,Chance,5,7.36,0,35-44,info: standard telemetry event
S00033442,D0111,2026-01-15T16:43:00,2026-01-15T16:57:00,Fruit Galaxy,Classic,2,1.83,0,45-54,info: no device exception
S00033443,D0111,2026-01-15T09:42:00,2026-01-15T09:45:00,Treasure Quest,Adventure,1,1.2,0,45-54,info: no device exception
S00033444,D0112,2026-01-15T14:48:00,2026-01-15T15:10:00,Space Spin,Arcade,3,3.79,0,25-34,info: standard telemetry event
S00033445,D0112,2026-01-15T16:58:00,2026-01-15T17:15:00,Treasure Quest,Adventure,2,2.72,1,35-44,info: session completed normally
S00033446,D0112,2026-01-15T10:53:00,2026-01-15T11:23:00,Mystic Wheels,Chance,3,4.45,1,45-54,info: standard telemetry event
S00033447,D0112,2026-01-15T10:49:00,2026-01-15T10:57:00,Golden Safari,Adventure,2,2.98,0,25-34,info: no device exception
S00033448,D0113,2026-01-15T08:06:00,2026-01-15T08:30:00,Space Spin,Arcade,3,4.94,0,35-44,info: standard telemetry event
S00033449,D0113,2026-01-15T13:59:00,2026-01-15T14:20:00,Crystal Maze,Puzzle,7,7.87,0,25-34,info: session completed normally
S00033450,D0113,2026-01-15T08:03:00,2026-01-15T08:20:00,Golden Safari,Adventure,5,7.67,1,25-34,info: standard telemetry event
S00033451,D0113,2026-01-15T19:16:00,2026-01-15T19:24:00,Fruit Galaxy,Classic,4,4.58,1,35-44,info: no device exception
S00033452,D0113,2026-01-15T08:13:00,2026-01-15T08:27:00,Crystal Maze,Puzzle,4,1.06,7,25-34,warning: abnormal revenue drop and elevated error count
S00033453,D0113,2026-01-15T19:19:00,2026-01-15T19:41:00,Neon Racer,Skill,4,5.72,0,25-34,info: no device exception
S00033454,D0114,2026-01-15T11:49:00,2026-01-15T12:12:00,Mystic Wheels,Chance,3,4.07,0,18-24,info: no device exception
S00033455,D0114,2026-01-15T18:00:00,2026-01-15T18:22:00,Fruit Galaxy,Classic,5,5.64,0,35-44,info: no device exception
S00033456,D0114,2026-01-15T14:56:00,2026-01-15T15:11:00,Golden Safari,Adventure,3,4.3,0,45-54,info: session completed normally
S00033457,D0114,2026-01-15T23:31:00,2026-01-15T23:48:00,Mystic Wheels,Chance,4,5.37,3,25-34,warning: network synchronization delay
S00033458,D0114,2026-01-15T18:27:00,2026-01-15T18:38:00,Fruit Galaxy,Classic,2,2.18,0,25-34,info: session completed normally
S00033459,D0114,2026-01-15T11:32:00,2026-01-15T11:46:00,Golden Safari,Adventure,1,1.09,0,25-34,info: session completed normally
S00033460,D0114,2026-01-15T15:16:00,2026-01-15T15:36:00,Fruit Galaxy,Classic,2,1.83,0,55+,info: no device exception
S00033461,D0115,2026-01-15T20:02:00,2026-01-15T20:17:00,Lucky Harbor,Classic,4,4.94,0,35-44,info: no device exception
S00033462,D0115,2026-01-15T17:32:00,2026-01-15T18:00:00,Neon Racer,Skill,7,10.45,0,35-44,info: no device exception
S00033463,D0115,2026-01-15T18:17:00,2026-01-15T18:37:00,Mystic Wheels,Chance,3,3.44,2,35-44,info: no device exception
S00033464,D0116,2026-01-15T21:14:00,2026-01-15T21:29:00,Fruit Galaxy,Classic,6,6.28,0,18-24,info: no device exception
S00033465,D0116,2026-01-15T11:04:00,2026-01-15T11:19:00,Space Spin,Arcade,2,2.24,0,25-34,info: session completed normally
S00033466,D0117,2026-01-15T19:40:00,2026-01-15T20:03:00,Fruit Galaxy,Classic,6,6.84,2,55+,info: standard telemetry event
S00033467,D0117,2026-01-15T13:52:00,2026-01-15T13:55:00,Neon Racer,Skill,3,3.61,0,25-34,info: no device exception
S00033468,D0117,2026-01-15T21:21:00,2026-01-15T21:45:00,Fruit Galaxy,Classic,5,4.06,1,18-24,info: no device exception
S00033469,D0117,2026-01-15T17:28:00,2026-01-15T17:39:00,Space Spin,Arcade,2,2.17,1,35-44,info: no device exception
S00033470,D0117,2026-01-15T10:45:00,2026-01-15T11:26:00,Lucky Harbor,Classic,10,10.5,1,25-34,info: no device exception
S00033471,D0117,2026-01-15T12:51:00,2026-01-15T13:19:00,Neon Racer,Skill,5,5.9,1,25-34,info: no device exception
S00033472,D0117,2026-01-15T23:51:00,2026-01-16T00:12:00,Crystal Maze,Puzzle,5,4.0,0,25-34,info: no device exception
S00033473,D0118,2026-01-15T18:06:00,2026-01-15T18:34:00,Lucky Harbor,Classic,6,8.31,1,25-34,info: session completed normally
S00033474,D0118,2026-01-15T17:45:00,2026-01-15T18:00:00,Lucky Harbor,Classic,4,5.45,0,45-54,info: session completed normally
S00033475,D0118,2026-01-15T17:16:00,2026-01-15T17:31:00,Fruit Galaxy,Classic,1,1.12,0,45-54,info: session completed normally
S00033476,D0119,2026-01-15T19:38:00,2026-01-15T19:52:00,Mystic Wheels,Chance,1,1.19,0,35-44,info: no device exception
S00033477,D0119,2026-01-15T11:24:00,2026-01-15T11:56:00,Crystal Maze,Puzzle,7,5.37,1,18-24,info: no device exception
S00033478,D0119,2026-01-15T11:08:00,2026-01-15T11:37:00,Lucky Harbor,Classic,5,6.02,0,25-34,info: no device exception
S00033479,D0119,2026-01-15T16:56:00,2026-01-15T17:14:00,Lucky Harbor,Classic,4,4.94,0,45-54,info: session completed normally
S00033480,D0119,2026-01-15T23:49:00,2026-01-16T00:07:00,Mystic Wheels,Chance,6,8.06,0,25-34,info: no device exception
S00033481,D0119,2026-01-15T09:49:00,2026-01-15T10:21:00,Neon Racer,Skill,10,8.81,1,35-44,info: session completed normally
S00033482,D0119,2026-01-15T16:28:00,2026-01-15T16:57:00,Mystic Wheels,Chance,10,11.49,1,18-24,info: no device exception
S00033483,D0120,2026-01-15T15:58:00,2026-01-15T16:15:00,Lucky Harbor,Classic,8,12.41,1,25-34,info: no device exception
S00033484,D0120,2026-01-15T13:54:00,2026-01-15T14:15:00,Golden Safari,Adventure,3,4.74,0,35-44,info: standard telemetry event
S00033485,D0120,2026-01-15T15:55:00,2026-01-15T16:05:00,Lucky Harbor,Classic,4,6.42,0,35-44,info: session completed normally
S00033486,D0120,2026-01-15T13:12:00,2026-01-15T13:26:00,Space Spin,Arcade,6,7.31,1,18-24,info: session completed normally
S00033487,D0001,2026-01-16T19:45:00,2026-01-16T20:16:00,Fruit Galaxy,Classic,5,5.7,1,35-44,info: no device exception
S00033488,D0001,2026-01-16T15:31:00,2026-01-16T15:50:00,Fruit Galaxy,Classic,7,7.28,1,35-44,info: no device exception
S00033489,D0001,2026-01-16T08:13:00,2026-01-16T08:18:00,Treasure Quest,Adventure,2,2.64,0,25-34,info: no device exception
S00033490,D0001,2026-01-16T16:17:00,2026-01-16T16:44:00,Golden Safari,Adventure,5,7.68,0,18-24,info: no device exception
S00033491,D0001,2026-01-16T14:44:00,2026-01-16T14:49:00,Space Spin,Arcade,1,1.41,0,35-44,info: standard telemetry event
S00033492,D0002,2026-01-16T14:34:00,2026-01-16T15:18:00,Crystal Maze,Puzzle,11,11.94,1,18-24,info: standard telemetry event
S00033493,D0002,2026-01-16T14:36:00,2026-01-16T14:57:00,Golden Safari,Adventure,4,7.1,1,18-24,info: session completed normally
S00033494,D0002,2026-01-16T12:14:00,2026-01-16T12:39:00,Neon Racer,Skill,4,6.17,0,35-44,info: standard telemetry event
S00033495,D0002,2026-01-16T08:34:00,2026-01-16T08:45:00,Crystal Maze,Puzzle,1,1.4,1,45-54,info: session completed normally
S00033496,D0002,2026-01-16T18:04:00,2026-01-16T18:31:00,Neon Racer,Skill,11,15.08,2,45-54,info: no device exception
S00033497,D0003,2026-01-16T19:06:00,2026-01-16T19:28:00,Space Spin,Arcade,4,4.29,0,25-34,info: session completed normally
S00033498,D0003,2026-01-16T13:57:00,2026-01-16T14:14:00,Crystal Maze,Puzzle,2,1.88,0,25-34,info: standard telemetry event
S00033499,D0003,2026-01-16T17:22:00,2026-01-16T17:25:00,Golden Safari,Adventure,1,1.35,0,35-44,info: session completed normally
S00033500,D0003,2026-01-16T20:43:00,2026-01-16T21:02:00,Lucky Harbor,Classic,4,4.23,2,25-34,info: session completed normally
S00033501,D0003,2026-01-16T15:23:00,2026-01-16T15:48:00,Treasure Quest,Adventure,2,2.3,1,35-44,info: no device exception
S00033502,D0004,2026-01-16T15:16:00,2026-01-16T15:45:00,Space Spin,Arcade,6,7.4,2,35-44,info: session completed normally
S00033503,D0004,2026-01-16T22:39:00,2026-01-16T22:42:00,Lucky Harbor,Classic,2,2.24,0,25-34,info: no device exception
S00033504,D0004,2026-01-16T17:21:00,2026-01-16T17:26:00,Crystal Maze,Puzzle,1,0.85,0,18-24,info: session completed normally
S00033505,D0004,2026-01-16T23:18:00,2026-01-16T23:25:00,Crystal Maze,Puzzle,1,1.12,0,45-54,info: no device exception
S00033506,D0004,2026-01-16T13:35:00,2026-01-16T13:54:00,Golden Safari,Adventure,4,4.87,0,35-44,info: no device exception
S00033507,D0004,2026-01-16T23:16:00,2026-01-16T23:38:00,Treasure Quest,Adventure,5,5.72,0,25-34,info: no device exception
S00033508,D0005,2026-01-16T15:59:00,2026-01-16T16:11:00,Fruit Galaxy,Classic,2,2.24,1,55+,info: no device exception
S00033509,D0005,2026-01-16T18:57:00,2026-01-16T19:29:00,Lucky Harbor,Classic,7,9.43,0,25-34,info: no device exception
S00033510,D0005,2026-01-16T11:33:00,2026-01-16T11:43:00,Lucky Harbor,Classic,1,1.55,1,18-24,info: session completed normally
S00033511,D0005,2026-01-16T10:49:00,2026-01-16T11:20:00,Crystal Maze,Puzzle,9,11.96,0,18-24,info: no device exception
S00033512,D0005,2026-01-16T18:58:00,2026-01-16T19:30:00,Neon Racer,Skill,6,9.26,0,25-34,info: standard telemetry event
S00033513,D0005,2026-01-16T16:34:00,2026-01-16T17:07:00,Neon Racer,Skill,6,6.91,0,25-34,info: session completed normally
S00033514,D0006,2026-01-16T12:46:00,2026-01-16T13:07:00,Lucky Harbor,Classic,5,6.01,1,18-24,info: no device exception
S00033515,D0006,2026-01-16T14:00:00,2026-01-16T14:12:00,Crystal Maze,Puzzle,4,4.19,1,25-34,info: no device exception
S00033516,D0006,2026-01-16T20:10:00,2026-01-16T20:33:00,Golden Safari,Adventure,3,3.06,0,25-34,info: no device exception
S00033517,D0007,2026-01-16T17:33:00,2026-01-16T17:44:00,Fruit Galaxy,Classic,1,1.51,0,35-44,info: session completed normally
S00033518,D0007,2026-01-16T13:55:00,2026-01-16T14:24:00,Space Spin,Arcade,8,13.4,0,18-24,info: session completed normally
S00033519,D0007,2026-01-16T18:17:00,2026-01-16T18:52:00,Lucky Harbor,Classic,6,10.07,0,35-44,info: session completed normally
S00033520,D0007,2026-01-16T14:10:00,2026-01-16T14:43:00,Mystic Wheels,Chance,5,8.61,1,25-34,info: standard telemetry event
S00033521,D0007,2026-01-16T15:48:00,2026-01-16T16:04:00,Lucky Harbor,Classic,5,7.4,0,35-44,info: standard telemetry event
S00033522,D0007,2026-01-16T16:42:00,2026-01-16T17:01:00,Golden Safari,Adventure,5,7.68,1,25-34,info: standard telemetry event
S00033523,D0007,2026-01-16T15:25:00,2026-01-16T15:40:00,Space Spin,Arcade,6,10.15,0,35-44,info: standard telemetry event
